Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
"Effect Energy Tray mit Kiste (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231227-0628_t9XRdGidm5NnEgDcc-small.jpeg,W9YBT6gdHPLp3CyBx,W9YBT6gdHPLp3CyBx,1318,"Effect Energy Tray mit Kiste (24x0,25l)",10060,Kiste,kiste,Kiste,,"0,25l",0.25
"Effect Energy Vodka (12x0,33l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240520-1546_66oy7FtugvCFnfH5t-small.jpeg,oWQjBxi5dBG27ouNm,oWQjBxi5dBG27ouNm,1319,"Effect Energy Vodka                (12x0,33l)",10072,Tray,tray,Tray,,"0,33l",0.33
"Effect Energy Watermelon Splash 0,5l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230129-0629_Tvic97ao2W4nCxk66-small.jpg,XKp6joHyvgZWzrTrF,XKp6joHyvgZWzrTrF,1320,"Effect Energy Watermelon Splash 0,5l",10040,Tray,tray,Tray,,"0,5l",0.5
"Effect Energy Zero (24x0,33l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230306-0857_w589z4Su6mYQyT2zu-small.jpg,eAr5P3nZGn2nCnSuP,eAr5P3nZGn2nCnSuP,1321,"Effect Energy Zero (24x0,33l)",10041,Tray,tray,Tray,Vorbesteller | Vorbesteller,"0,33l",0.33
"Guampa ENERGY Grüntee-Minze (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240215-0935_4eXM3SC5KWAdQM7yk-small.jpeg,TtartfMxY8aeoDBPp,TtartfMxY8aeoDBPp,1944,"Guampa ENERGY Grüntee-Minze (24x0,25l)",10067,Tray,tray,Tray,Vorbesteller | Vorbesteller,"0,25l",0.25
"Guampa ENERGY Orange-Mango (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240215-0923_TQeThd6M2qummEgDC-small.jpeg,xFBqZ8JmEaGwwjfFp,xFBqZ8JmEaGwwjfFp,1945,"Guampa ENERGY Orange-Mango (24x0,25l)",10065,Tray,tray,Tray,Vorbesteller | Vorbesteller,"0,25l",0.25
"Guampa ENERGY Pink-Grapefruit (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240215-0928_2rKGfi6fGn8cbyyrE-small.jpeg,SXtJF8nQXs5CS3ZWc,SXtJF8nQXs5CS3ZWc,1946,"Guampa ENERGY Pink-Grapefruit (24x0,25l)",10066,Tray,tray,Tray,Vorbesteller | Vorbesteller,"0,25l",0.25
Monster Energy (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0903_M9pC2PGwoA8Z5hKs7-small.png,sXEQC3v6pjCyetxRs,sXEQC3v6pjCyetxRs,3143,Monster Energy (0.5l),10026,Ki (12 Fl),ki,Ki (12 Fl),,0.5l,0.5
Monster Energy Assault,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221222-1104_mt2pnb6BZu7CqzQZa-small.png,iBAhYpSzeDT4NbYQA,iBAhYpSzeDT4NbYQA,3144,Monster Energy Assault,10038,Tray,tray,Tray,,,
"Monster Energy Aussie Style Lemonade (12x0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1520_pTJthquhEoxs2PX34-small.jpeg,vdZskCbZdp9y8WBrR,vdZskCbZdp9y8WBrR,3145,"Monster Energy Aussie Style Lemonade (12x0,5l)",10058,Tray,tray,Tray,,"0,5l",0.5
"Monster Energy Juiced Khaotic (12x0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1520_6y6iRgDM8PDx2guud-small.jpeg,7poDcg6QswqTmmMAD,7poDcg6QswqTmmMAD,3146,"Monster Energy Juiced Khaotic (12x0,5l)",10054,Tray,tray,Tray,,"0,5l",0.5
"Monster Energy Juiced Monarch (0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1521_2LSu4HNMFiiFHQQQm-small.jpeg,3T6B5WvLPBfqcTRdm,3T6B5WvLPBfqcTRdm,3147,"Monster Energy Juiced Monarch (0,5l)",10051,Kiste (12 Dose),kiste,Kiste (12 Dose),,"0,5l",0.5
"Monster Energy Lewis Hamilton (0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1522_TS9qz6CSMJHPfiv35-small.jpeg,bZ4CCpjWFC9dxCzY6,bZ4CCpjWFC9dxCzY6,3148,"Monster Energy Lewis Hamilton (0,5l)",10047,Ki (12 Dosen),ki,Ki (12 Dosen),,"0,5l",0.5
"Monster Energy Mango Loco (0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1523_LMtLrdDQi5TtZCTo5-small.jpeg,o9dPbQx5BcACe72dR,o9dPbQx5BcACe72dR,3149,"Monster Energy Mango Loco (0,5l)",10049,Kiste (12 Dosen),kiste,Kiste (12 Dosen),,"0,5l",0.5
Monster Energy Nitro Cosmic Peach,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1009_9pZymg7s6wgekQ7ex-small.jpeg,MeWm8mW9hetgif8qH,MeWm8mW9hetgif8qH,3150,Monster Energy Nitro Cosmic Peach,10069,Tray,tray,Tray,,,
Monster Energy Nitro DRY,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1010_buEZTyNPo6FYDpcbr-small.jpeg,jdnD5c7MbHGSmLcEv,jdnD5c7MbHGSmLcEv,3151,Monster Energy Nitro DRY,10068,Tray,tray,Tray,,,
"Monster Energy Pacific Punch (12x0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1524_mwQbnrzv7TPcbi46o-small.jpeg,D74DHemq7x8z5WDwa,D74DHemq7x8z5WDwa,3152,"Monster Energy Pacific Punch (12x0,5l)",10052,Tray,tray,Tray,,"0,5l",0.5
"Monster Energy Peach Tea (12x0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1524_WiYmEPPiBzhixGYpa-small.jpeg,sgZtHire9a9oGTZTz,sgZtHire9a9oGTZTz,3153,"Monster Energy Peach Tea (12x0,5l)",10053,Tray,tray,Tray,,"0,5l",0.5
Monster Energy Pipeline Punch,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1524_F8Q35KMmhLeMRLuoJ-small.jpeg,74r2EsgeMsNQA9NRT,74r2EsgeMsNQA9NRT,3154,Monster Energy Pipeline Punch,10059,Tray,tray,Tray,,,
Monster Energy Rehab,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1525_ru9LAnBApQKxi9hkQ-small.jpeg,MMwYRfWCuY4Lv8A8Z,MMwYRfWCuY4Lv8A8Z,3155,Monster Energy Rehab,10057,Tray,tray,Tray,,,
"Monster Energy The Doctor ""Rossi"" (0.5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0904_noeJAqiK25QezkN78-small.jpg,KnPs83gYmeGK9Aejf,KnPs83gYmeGK9Aejf,3156,"Monster Energy The Doctor ""Rossi"" (0.5l)",10034,Ki (12 Fl),ki,Ki (12 Fl),,0.5l,0.5
"Monster Energy Ultra Fiesta (0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1526_TrqNjvDM5DxdDpQNr-small.jpeg,CEb3JsvMRbevmtnaf,CEb3JsvMRbevmtnaf,3157,"Monster Energy Ultra Fiesta (0,5l)",10050,Kiste (12 Dose),kiste,Kiste (12 Dose),,"0,5l",0.5
"Monster Energy Ultra Rosa (12x0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1526_NiXYX8q3EGeWbhNz2-small.jpeg,d7ujSMzXQmcKQTkP9,d7ujSMzXQmcKQTkP9,3158,"Monster Energy Ultra Rosa (12x0,5l)",10056,Tray,tray,Tray,,"0,5l",0.5
Monster Energy Ultra White Zero (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0905_5BnJGoHTSWYoJroRA-small.jpg,A2E2tQGfMifwXTBps,A2E2tQGfMifwXTBps,3159,Monster Energy Ultra White Zero (0.5l),10033,Ki (12 Fl),ki,Ki (12 Fl),,0.5l,0.5
Monster Energy Zero Sugar,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240402-1011_WFHumKMoH2MmMLuaD-small.jpeg,j2b5zsWAKznxXBmvx,j2b5zsWAKznxXBmvx,3160,Monster Energy Zero Sugar,10070,Tray,tray,Tray,,,
"Moosbüffel Energy Drink (20x0,33l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250520-1531_mpdE7aT6tbMgmtvDu-small.jpeg,p7fnvdM5FGQkRuCDq,p7fnvdM5FGQkRuCDq,3168,"Moosbüffel Energy Drink (20x0,33l)",3314,Ki (20 Fl),ki,Ki (20 Fl),,"0,33l",0.33
Red Bull (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1116_xebbKky8nrLNv4WiL-small.jpg,LmiEo3t3TiDXwb9yt,LmiEo3t3TiDXwb9yt,3697,Red Bull (0.25l),10001,Tray (24 Dosen),ki,Tray (24 Dosen),,0.25l,0.25
"Red Bull - Peach Edition (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_251112-0932_KWb9SuMEgPp4a86Pc-small.jpeg,NRCKuCxoKac9oBd2g,NRCKuCxoKac9oBd2g,3698,"Red Bull -  Peach Edition          (24x0,25l)",4123,Tray (24 Dosen),tray,Tray (24 Dosen),,"0,25l",0.25
"Red Bull Apricot (0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230317-0537_BMcFdGfybFusxfuFD-small.png,AW5EXxAtpLTyLnQbm,AW5EXxAtpLTyLnQbm,3699,"Red Bull Apricot (0,25l)",10042,Tray (24 Dosen),tray,Tray (24 Dosen),,"0,25l",0.25
"Red Bull Blue - Blaubeere 24x0,25l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230213-1029_M5XctLTghjGP498QB-small.jpg,nK4wEaE3fS6bwtbn5,nK4wEaE3fS6bwtbn5,3700,"Red Bull Blue - Blaubeere 24x0,25l",4126,Tray (24 Dosen),tray,Tray (24 Dosen),,"0,25l",0.25
Red Bull Green Edition Kaktus- (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220822-0334_tnkaKyoF7JRcHN4Ba-small.jpg,53hM3qXR7xNrsLN5g,53hM3qXR7xNrsLN5g,3702,Red Bull Green Edition Kaktus- (0.25l),10035,Tray (24 Dosen),ki,Tray (24 Dosen),,0.25l,0.25
"Red Bull Pink Edition zuckerfrei (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240411-0647_9pfy9rzHYpY4QgFvj-small.jpeg,kzwZu5KE3NtZwu42e,kzwZu5KE3NtZwu42e,3705,"Red Bull Pink Edition zuckerfrei   (24x0,25l)",10071,Tray,tray,Tray,,"0,25l",0.25
Red Bull Rücknahmekartons,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250502-1455_YhTsXHctQ9fPZ5LNQ-small.jpeg,Qhmhm8HcyHZsD2sof,Qhmhm8HcyHZsD2sof,3706,Red Bull Rücknahmekartons,10031,Karton,ki,Karton,,,
Red Bull Sea Blue Edition (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230328-1924_oPCafxiYeBRutCivZ-small.jpg,k4eqzhqWqPHTYss6e,k4eqzhqWqPHTYss6e,3707,Red Bull Sea Blue Edition (0.25l),10037,Tray (24 Dosen),ki,Tray (24 Dosen),,0.25l,0.25
Red Bull Spring Edition zuckerfrei (24x0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250204-1935_dPyPx8Dm56oKJHiAL-small.jpeg,AsCT8avzh5qpFxo73,AsCT8avzh5qpFxo73,3708,Red Bull Spring Edition   zuckerfrei (24x0.25l),10032,Tray (24 Dosen),ki,Tray (24 Dosen),,0.25l,0.25
Red Bull Sugarfree (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1118_iQHBLAEqcrZfsLyMG-small.jpg,pntTMds4tLadYAqCW,pntTMds4tLadYAqCW,3709,Red Bull Sugarfree (0.25l),10003,Tray (24 Dosen),ki,Tray (24 Dosen),,0.25l,0.25
"Red Bull Summer Peach Edition ZUCKERFREI (24x0,25l)",,GiTMSe4NCSysoKfAi,GiTMSe4NCSysoKfAi,3710,"Red Bull Summer Peach Edition ZUCKERFREI (24x0,25l)",10075,Tray (24 Dosen),tray,Tray (24 Dosen),,"0,25l",0.25
"Red Bull White - Kokos Blaubeere - 24x0,25l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230213-1022_kEpSkKNY6TMwyCKHp-small.jpg,CjmQSaoXbxyTRrYiR,CjmQSaoXbxyTRrYiR,3712,"Red Bull White - Kokos Blaubeere - 24x0,25l",4122,Tray (24 Dosen),tray,Tray (24 Dosen),,"0,25l",0.25
"Red Bull Winter Edition 2025 (24x0,25l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250924-0607_FdGvBuDrWJm7yQNdd-small.jpeg,qjjo9ZAEvQcAaGou4,qjjo9ZAEvQcAaGou4,3713,"Red Bull Winter Edition 2025       (24x0,25l)",10076,Tray (24 Dosen),tray,Tray (24 Dosen),,"0,25l",0.25
Red Bull Winter Edition 2025 ZUCKERFREI,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250930-0706_J5pRgiyiFRZsYYj6b-small.jpeg,JJbk6DNhMjdgEFw9z,JJbk6DNhMjdgEFw9z,3714,Red Bull Winter Edition 2025 ZUCKERFREI,10077,Tray (24 Dosen),tray,Tray (24 Dosen),,,
"Red Bull Yellow - Tropical 24x0,25l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230213-1027_JQYopxSL79CecqFMc-small.jpg,Ekm8b3HprLALjQi9n,Ekm8b3HprLALjQi9n,3715,"Red Bull Yellow - Tropical 24x0,25l",4124,Tray (24 Dosen),tray,Tray (24 Dosen),Auslistung | Auslistung,"0,25l",0.25
Red Bull Zero (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220608-1048_hRCnKwANGMHiDGb59-small.jpg,iyxqbw7cACN63hmJu,iyxqbw7cACN63hmJu,3716,Red Bull Zero (0.25l),10002,Tray (24 Dosen),ki,Tray (24 Dosen),,0.25l,0.25
Silberpfeil Energy (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0908_9vZncv3bTaKyNkZJC-small.jpg,69XtaSmZpP5yF2KmF,69XtaSmZpP5yF2KmF,4117,Silberpfeil Energy (0.25l),10021,Ki (24 Fl),ki,Ki (24 Fl),Vorbesteller | Vorbesteller,0.25l,0.25
"Silberpfeil Energy Capo Edition Lime Grenade 0,25l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230118-1502_ukEjE2urivP7wsERo-small.png,XCx8JNFcC9XdNrt68,XCx8JNFcC9XdNrt68,4118,"Silberpfeil Energy Capo Edition Lime Grenade 0,25l",10039,Kiste,kiste,Kiste,Vorbesteller | Vorbesteller,"0,25l",0.25
Silberpfeil Energy Colamix (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0907_YFmYo5mhrHCYgFww8-small.jpg,Mo8Yr6yYvgF5CTf6C,Mo8Yr6yYvgF5CTf6C,4119,Silberpfeil Energy Colamix (0.25l),10029,Ki (24 Fl),ki,Ki (24 Fl),Vorbesteller | Vorbesteller,0.25l,0.25
Silberpfeil Energy Sugarfree (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0908_8AzSizjwCsh4fX2u3-small.jpg,5Xm5M6bNrLLf4mALv,5Xm5M6bNrLLf4mALv,4120,Silberpfeil Energy Sugarfree (0.25l),10022,Ki (24 Fl),ki,Ki (24 Fl),Vorbesteller | Vorbesteller,0.25l,0.25
Silberpfeil Energy Watermelon (0.25l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230422-0908_eLX5Xxk5wypMqaoKm-small.jpg,a34Li4S2kRv9fGpvW,a34Li4S2kRv9fGpvW,4121,Silberpfeil Energy Watermelon (0.25l),10023,Ki (24 Fl),ki,Ki (24 Fl),Vorbesteller | Vorbesteller,0.25l,0.25
Storm Water + Coffein (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230417-0628_dD8dEhMA96iMDzDin-small.jpg,pfQZ6aLDkLfCbWMkz,pfQZ6aLDkLfCbWMkz,4247,Storm Water + Coffein (0.5l),10027,Ki (24 Fl),ki,Ki (24 Fl),,0.5l,0.5
